-0.017052,-0.238793,0.431223,0.071005,0.128166,0.189009,0.204923,0.115795,-0.126665,0.182438,0.358351,-0.266226,-0.219557,-0.051945,-0.125357,0.028375,0.259847,0.034108,-0.001036,0.121681,-0.154465,0.052953,-0.085911,0.016255,0.004300,0.248804,-0.064630,-0.229915,0.076885,-0.011576,-0.199258,-0.048641,-0.341424,0.088591,0.145870,0.010450,0.040664,0.078393,-0.009295,0.109926,-0.250181,0.022766,0.168170,0.086920,0.081248,-0.163138,0.165360,0.030336,0.236458,0.100718,0.197057,-0.088755,0.093856,-0.070909,-0.064486,0.172891,-0.082400,-0.127245,0.485738,-0.215909,0.337712,-0.120909,0.016396,0.081133,0.116341,-0.158644,-0.174445,-0.046760,0.050865,-0.359839,0.000598,0.181774,-0.085102,0.128348,0.047335,0.147410,0.154682,-0.052390,0.149464,0.009279,-0.076682,-0.027944,0.272142,-0.068827,-0.063398,0.143686,-0.404686,-0.059754,-0.151057,-0.105600,-0.071434,-0.002435,0.088990,-0.328080,0.162176,0.125305,-0.199875,0.064381,-0.144539,-0.015061,-0.007484,0.151451,0.213609,-0.168772,0.246188,0.167899,-0.210927,0.069858,0.110947,-0.017431,-0.071834,-0.392736,-0.273852,0.106209,0.098777,0.041694,0.041217,-0.323271,0.190299,0.182909,-0.115969,0.023729,0.173858,0.096837,-0.248214,0.023874,0.034920,0.351033
0.193979,-0.274829,0.246251,0.213244,0.166779,0.083582,0.158368,0.133235,-0.210685,0.156556,0.275663,-0.262204,-0.322880,-0.076180,-0.111080,0.255042,0.374245,0.102933,-0.168304,0.110867,0.086227,-0.015111,0.163116,0.151911,0.206184,0.292787,-0.187039,-0.118545,0.062340,-0.068997,-0.263874,0.209070,-0.286341,-0.078896,-0.042840,-0.148240,-0.022270,0.121690,0.234286,0.236847,-0.177061,0.040605,0.115960,-0.248135,-0.083995,0.067957,0.354007,-0.173283,0.254173,0.116419,0.201690,0.022333,-0.210075,-0.130456,0.059051,0.174281,-0.029873,0.111918,0.362281,-0.288115,0.068042,-0.046214,-0.127574,0.251002,0.240367,0.294992,0.018017,0.045680,0.342504,-0.154721,0.086712,0.047173,-0.175574,0.065374,-0.178046,0.193010,-0.027208,0.010716,0.133030,0.046859,-0.184719,-0.299735,0.227792,0.148694,-0.340606,0.088311,-0.183071,-0.332906,0.025823,-0.061188,-0.005504,-0.080671,-0.180409,-0.138128,-0.010464,0.065051,-0.423713,-0.092167,-0.139970,-0.170501,-0.036725,0.130587,0.202394,-0.312998,0.315345,0.358236,-0.034326,0.180308,0.210105,0.029129,-0.075558,-0.287464,-0.187868,0.092149,-0.141441,-0.250191,-0.195876,-0.233899,0.036279,0.136404,0.176147,0.080436,0.154555,0.102314,0.001073,0.082122,-0.070988,0.131225
0.095994,-0.174541,0.310947,0.137559,0.241536,0.367365,0.172744,0.142433,-0.126561,0.026595,0.202166,-0.185013,-0.191163,-0.198918,-0.167541,0.156115,0.281308,0.059438,0.015127,0.164889,0.088007,-0.130039,-0.061355,0.243475,0.243676,0.372651,-0.276697,-0.153632,0.253508,-0.217064,-0.080727,0.241111,0.060428,0.056432,-0.143956,0.037077,0.222796,0.246545,0.254337,0.278310,0.000730,-0.284002,0.267481,-0.057737,-0.084455,-0.131506,0.146348,-0.392374,0.070280,0.275890,0.143829,0.097872,-0.089272,-0.104153,-0.188673,0.092034,-0.134827,0.157143,0.587209,-0.249301,0.084865,-0.191513,0.010240,0.299702,0.037475,-0.127116,-0.150757,0.098649,0.247417,-0.124029,-0.145723,0.230437,-0.378955,0.273744,-0.320693,0.254153,0.177221,-0.140768,0.084202,-0.168017,-0.099186,-0.325664,-0.052785,0.181093,-0.230049,-0.047814,0.024121,-0.227582,0.008596,-0.237929,-0.148668,-0.065200,0.066857,-0.092876,0.126803,0.155370,-0.282447,-0.058315,-0.005464,-0.024013,-0.027913,0.068900,0.307982,-0.415911,0.487758,0.251252,-0.237084,-0.007775,-0.006495,-0.107747,-0.153663,-0.130630,-0.221691,0.127418,-0.140627,-0.051460,-0.242011,-0.159544,0.022642,0.046038,0.010138,0.155596,0.145398,0.288393,0.013542,-0.123468,-0.278542,0.366984
0.095359,-0.169889,0.153174,0.112947,-0.073033,0.094305,0.102283,0.199153,-0.323078,-0.055081,0.301907,-0.096086,-0.108193,-0.256273,-0.116042,0.023659,0.257601,-0.095861,-0.128878,0.227074,-0.049623,-0.249471,0.218913,0.380968,0.208754,0.230636,-0.158524,-0.056088,-0.005697,-0.028093,-0.067333,-0.126565,0.007659,0.061770,0.054786,-0.014442,0.119792,0.014604,0.170530,0.125778,0.012876,-0.163747,0.158159,-0.123678,0.002253,-0.209159,0.263631,-0.191753,0.049151,0.114443,0.123445,0.071448,0.019038,0.028804,-0.075724,-0.058992,0.018421,0.176485,0.296822,-0.122573,0.208018,-0.201566,0.071055,0.023643,-0.061625,0.140902,-0.073404,0.119150,0.119342,-0.244992,-0.079817,0.000872,-0.095575,0.102102,-0.067563,0.102034,0.001160,-0.111181,0.294064,0.007924,-0.179953,-0.175646,0.141976,0.160831,-0.015493,0.103853,-0.224585,0.009127,-0.103688,-0.191023,0.085884,-0.175330,0.017471,-0.045740,-0.002229,0.246677,-0.307354,0.154358,-0.226053,0.080956,0.165902,0.097773,0.043355,-0.114881,0.203954,0.145970,-0.043659,0.019335,0.255296,0.107431,0.119447,-0.176252,-0.066117,0.091836,-0.017942,-0.099065,-0.312384,-0.219350,0.035294,-0.030225,0.022914,-0.046725,0.207074,0.160022,-0.110217,-0.236616,0.060762,0.229094
0.054173,-0.193784,0.174337,0.245240,0.033056,0.217961,0.074244,0.110205,-0.304873,0.108819,0.217162,0.118089,-0.206856,-0.161983,-0.180968,0.082582,0.311969,0.084513,-0.162593,0.016397,-0.054393,0.015074,0.130272,0.065380,-0.110037,0.364767,-0.075285,-0.012743,0.231899,0.125340,-0.193484,-0.014758,-0.084698,0.071027,0.058480,0.030086,0.206252,0.180022,-0.043215,0.089339,-0.062490,-0.200392,0.165646,-0.108681,0.034588,-0.074029,-0.022756,0.077148,0.147512,0.068590,0.272707,-0.102748,-0.141915,-0.131141,-0.011984,-0.043869,-0.010859,-0.000643,0.266283,-0.385100,0.170027,-0.119223,0.005972,0.291286,0.172605,0.029334,-0.133383,0.210904,0.240259,-0.153499,-0.148917,0.098135,-0.198068,0.029049,0.015558,0.007788,0.198769,0.077024,0.181763,-0.091255,-0.156655,-0.050975,0.229445,0.205145,0.033374,0.035871,-0.105497,-0.069611,-0.175146,-0.153627,-0.006664,-0.163064,-0.014487,-0.172330,0.110635,0.333789,-0.213716,0.098876,-0.060073,-0.036696,-0.042273,0.191805,-0.067263,-0.335546,0.102192,0.237686,-0.256561,0.168369,0.260938,0.077584,0.124139,-0.121366,-0.327260,-0.079342,-0.117726,-0.058558,-0.030062,-0.280136,0.139557,0.045471,-0.218223,0.061740,0.008098,0.188062,0.026965,-0.234065,-0.046340,0.328434
0.152494,-0.742517,1.671234,-0.175676,0.401225,1.266593,0.081483,0.008033,-0.250007,-0.094174,-1.308495,-0.106115,-0.068206,-0.041987,0.070711,-0.046269,0.933174,-0.175074,0.048987,0.887233,0.274515,0.170490,0.096881,0.469231,-0.265039,0.902836,-1.035878,-0.506907,0.527351,0.527523,-0.519429,-0.107172,0.021975,0.505086,-0.533295,0.009150,0.286954,0.027574,-0.259764,0.373921,-0.970121,-0.679802,0.784726,0.045889,-0.045861,-0.005843,0.170712,-0.199011,0.186335,0.703509,1.686109,0.211075,0.289196,-0.262733,0.720623,0.222918,0.350820,0.201032,0.467403,-0.900034,0.422328,-0.397295,0.193567,0.050948,-0.205786,-0.097041,-0.487566,-0.300280,-0.443395,-0.213904,0.050686,-0.156337,-0.407477,0.309201,-0.152789,1.029702,0.326781,0.221068,0.191410,0.076887,0.163649,0.202084,0.568796,-0.075431,-0.016338,-0.282625,-0.229318,-0.047916,-0.637910,-0.427004,0.187269,-0.125518,-0.070940,-0.171737,-0.066723,0.297075,2.601838,0.496442,-0.262627,-0.027514,0.111869,-0.494759,0.467719,1.101217,0.556774,0.500819,0.047871,-0.092864,1.524028,0.526535,-1.043859,-0.065658,-0.907533,0.497288,-0.484614,2.239234,-0.121468,-0.563127,0.127825,0.305829,-0.074027,-0.312121,0.179449,0.008877,0.186966,-0.340670,-0.018701,0.536723
0.133036,-0.218442,0.305478,0.196709,-0.024448,0.213004,-0.296844,0.136487,0.077633,-0.068375,0.479270,0.360012,-0.267275,-0.218547,0.690097,0.227603,-0.022667,0.229191,-0.029514,0.257854,0.257660,-0.115355,0.422430,0.400100,-0.376608,0.521109,-0.309428,-0.297482,-0.390976,0.194807,-0.602809,-0.509787,-0.414753,-0.268663,0.784068,0.703877,0.636661,0.145091,-0.138152,0.236373,-0.062725,0.220877,-0.124542,0.111724,-0.073857,0.359295,0.393565,-0.120752,-0.428672,0.320127,0.090472,-0.286388,0.337262,-0.282756,-0.032856,0.031304,-0.502331,0.201323,0.436571,-0.206952,0.707429,-0.166866,0.351643,0.042602,0.108728,-0.577652,0.032948,0.437343,0.061632,-0.719136,0.378408,0.096087,-0.518738,0.823348,0.293607,-0.027245,0.750663,-0.020482,-0.394823,-0.744627,0.310698,0.127746,0.055985,0.280548,-0.666864,0.376697,-0.358164,0.002833,-0.570981,-0.604209,0.412536,0.400960,-0.036747,-0.357609,0.046730,-0.016033,0.203548,0.108783,-0.407575,-0.020073,0.002890,0.428295,-0.464777,-0.349602,0.138875,0.261228,-0.308781,0.044404,0.115373,0.044912,0.126320,0.290192,-0.216969,-0.365990,0.654317,0.151432,0.094126,0.056920,-0.349217,-0.073228,-0.316091,-0.922933,0.620634,0.308479,-0.098918,0.205833,-0.099924,-0.339407
-0.249692,-0.264097,0.481559,0.016454,0.272660,0.572651,0.053056,0.863655,-0.538007,-0.189276,0.869017,-0.044542,-0.487410,0.031589,-0.046233,-0.558438,0.329514,0.371937,-0.478892,0.421014,-0.002623,-0.245180,0.125361,0.269338,-0.252202,0.753850,0.107308,0.160280,0.179205,-0.466141,0.008901,0.179389,-0.183129,0.261407,-0.391000,0.388801,-0.856851,-0.055407,0.191964,-0.135758,0.043682,-0.810429,0.472720,-0.033409,0.163896,0.065653,0.175025,-0.512979,0.532638,0.219834,-0.324343,-0.520070,0.201514,-0.006515,-0.096499,0.290210,-0.015381,0.400837,0.594761,-0.397204,-0.282031,0.381816,-0.369720,0.494931,0.232604,0.856749,-0.492494,0.103391,0.057011,-0.021971,-0.016830,-0.257834,-0.541004,0.011453,0.058653,0.019755,-0.033456,0.098955,0.237825,-0.109537,0.172909,-0.032629,-0.049955,0.273034,-0.220183,1.245110,-0.333972,-0.078143,0.106532,-0.315725,-0.735155,-0.330854,-0.220760,-0.170016,-0.211692,-0.399041,-0.721693,-0.506858,-0.192288,-0.300430,0.894968,0.011241,0.381271,-0.415524,0.278437,0.508989,0.272956,0.427629,0.042325,0.088155,0.172727,-0.007349,-0.391508,0.708335,-0.619042,-0.408141,0.126804,-0.236746,1.265794,0.385803,0.242823,0.171965,-0.005079,0.158127,-0.518573,-0.648539,-0.621227,0.564200
-0.225691,-0.382333,0.266872,-0.088571,0.080153,0.450064,0.020712,0.312261,-0.125220,0.533357,0.402850,-0.227700,-0.382902,-0.081659,-0.259482,0.566003,0.267482,0.248081,-0.130567,0.240181,0.070684,0.147852,-0.169347,0.264846,0.162256,0.267615,-0.018668,-0.028805,0.113832,-0.039355,-0.355479,0.434400,-0.523422,0.195621,0.117411,-0.256906,0.203734,0.035190,-0.074818,-0.015270,-0.007022,-0.268411,0.270971,-0.149061,-0.199400,-0.126702,-0.056131,-0.121004,0.252733,0.365931,0.258714,-0.411727,0.161053,-0.130718,-0.207682,0.266712,0.084253,-0.156130,0.422850,-0.383544,0.137213,-0.167955,0.026342,0.448276,0.291488,-0.241775,-0.104947,-0.018575,0.316551,-0.008353,-0.139941,-0.020902,-0.390201,0.146445,-0.128117,0.035761,0.275625,0.070545,0.162028,0.403771,-0.075915,-0.336987,0.354626,0.237539,-0.385574,0.289400,-0.264154,-0.196325,-0.269728,-0.164890,0.196747,-0.004930,-0.163568,-0.112722,0.474527,0.233313,-0.280603,0.085377,0.102969,-0.037373,0.125034,0.151214,-0.133517,-0.493292,0.129086,0.011296,-0.009695,0.539393,0.114238,0.029074,-0.149903,-0.305901,-0.433486,-0.001537,0.157343,-0.311762,0.033564,-0.319116,-0.355712,-0.058420,-0.033472,-0.230199,0.172985,0.164447,-0.355942,-0.049681,0.230987,0.396591
-0.120033,-0.246607,0.194030,0.018748,0.013691,0.262517,0.050865,0.162381,-0.105353,0.009556,0.095372,-0.167152,-0.100224,-0.048641,-0.182772,-0.214549,0.109277,0.097395,0.028838,0.113147,-0.177915,-0.244769,-0.069257,0.220720,0.253868,0.365349,0.043498,-0.095460,0.178043,-0.191345,0.006569,0.124425,-0.222423,0.082278,-0.138657,-0.132567,-0.124528,0.332065,0.346428,0.118340,0.040245,-0.031213,0.118883,-0.141831,-0.207681,0.086203,0.106940,-0.315999,0.286606,0.176664,0.250715,0.095928,0.078242,0.003920,-0.182227,-0.095552,0.163701,0.034298,0.216769,-0.100800,0.042211,-0.003617,-0.064190,0.222925,0.004256,0.233227,-0.279110,0.013050,0.071241,-0.169817,-0.003807,0.201664,-0.174935,0.366188,-0.022119,0.001794,-0.060210,0.060713,0.256736,0.200841,0.002601,-0.255551,0.364949,-0.006044,-0.190590,-0.082464,-0.124256,-0.116673,0.058303,-0.071907,0.158292,-0.027231,-0.225042,-0.013870,-0.101735,0.275410,-0.200093,0.098400,0.064681,0.126948,0.252590,0.109161,-0.058557,0.002453,0.343869,0.280418,0.100360,0.315088,0.166883,0.063601,0.077063,-0.240613,-0.363921,0.051093,-0.049512,-0.168674,-0.095168,-0.214204,0.068412,0.013318,0.067435,0.074601,0.213617,0.130267,-0.242979,-0.041444,-0.180720,0.247297
